,date,text_blob,vader_sentiment,Adj Close
0,2017-12-08 00:00:00+00:00,1.0,1.0,0.0
1,2017-12-14 00:00:00+00:00,1.0,0.0,0.0
2,2018-05-23 00:00:00+00:00,1.0,1.0,0.05384615384615385
3,2018-06-08 00:00:00+00:00,1.0,1.0,0.06538461538461539
4,2018-07-26 00:00:00+00:00,0.0,1.0,0.09230769230769231
5,2018-09-10 00:00:00+00:00,1.0,1.0,0.09615384615384616
6,2019-01-29 00:00:00+00:00,0.0,0.0,0.07307692307692308
7,2020-06-23 00:00:00+00:00,1.0,-1.0,0.45
8,2020-10-20 00:00:00+00:00,1.0,0.0,0.5
9,2021-06-30 00:00:00+00:00,-1.0,1.0,0.7192307692307692
10,2021-09-02 00:00:00+00:00,-1.0,0.0,0.8384615384615385
11,2021-09-22 00:00:00+00:00,0.5,0.5,0.8269230769230769
12,2021-12-28 00:00:00+00:00,1.0,0.0,0.9923076923076923
13,2022-01-18 00:00:00+00:00,-1.0,1.0,0.8461538461538461
14,2022-01-25 00:00:00+00:00,1.0,0.0,0.7923076923076923
15,2022-10-19 00:00:00+00:00,1.0,1.0,0.6
16,2022-11-01 00:00:00+00:00,0.0,0.0,0.5653846153846154
17,2022-11-15 00:00:00+00:00,0.0,0.0,0.6192307692307693
18,2023-02-07 00:00:00+00:00,0.0,0.0,0.7192307692307692
19,2023-03-06 00:00:00+00:00,-1.0,-1.0,0.6807692307692308
20,2023-03-07 00:00:00+00:00,0.0,0.0,0.6730769230769231
21,2023-03-08 00:00:00+00:00,1.0,0.0,0.6692307692307692
22,2023-03-09 00:00:00+00:00,0.0,0.0,0.6653846153846154
23,2023-03-13 00:00:00+00:00,1.0,0.0,0.6692307692307692
24,2023-03-14 00:00:00+00:00,0.5,0.25,0.6961538461538461
25,2023-03-15 00:00:00+00:00,1.0,0.0,0.7153846153846154
26,2023-03-16 00:00:00+00:00,0.8,0.0,0.7576923076923077
27,2023-03-17 00:00:00+00:00,0.0,0.0,0.7692307692307693
28,2023-03-20 00:00:00+00:00,-1.0,0.0,0.7423076923076923
29,2023-03-21 00:00:00+00:00,1.0,0.0,0.7461538461538462
30,2023-03-22 00:00:00+00:00,0.0,0.0,0.7423076923076923
31,2023-03-24 00:00:00+00:00,-1.0,0.0,0.7730769230769231
32,2023-03-27 00:00:00+00:00,1.0,0.0,0.7576923076923077
33,2023-03-28 00:00:00+00:00,0.25,0.0,0.7538461538461538
34,2023-03-29 00:00:00+00:00,0.0,0.0,0.7730769230769231
35,2023-03-30 00:00:00+00:00,1.0,0.0,0.7884615384615384
36,2023-04-05 00:00:00+00:00,0.0,0.0,0.7884615384615384
37,2023-04-10 00:00:00+00:00,0.0,0.0,0.8076923076923077
38,2023-04-13 00:00:00+00:00,0.0,0.0,0.8076923076923077
39,2023-04-19 00:00:00+00:00,0.0,0.0,0.8038461538461539
