,date,text_blob,vader_sentiment,Adj Close
0,2020-01-16 00:00:00+00:00,0.0,1.0,0.14423076923076922
1,2020-02-11 00:00:00+00:00,1.0,1.0,0.22596153846153846
2,2020-02-25 00:00:00+00:00,1.0,1.0,0.15384615384615385
3,2020-03-19 00:00:00+00:00,1.0,0.0,0.03365384615384615
4,2020-03-20 00:00:00+00:00,1.0,0.0,0.009615384615384616
5,2020-04-08 00:00:00+00:00,0.0,1.0,0.13942307692307693
6,2020-04-27 00:00:00+00:00,0.0,1.0,0.18269230769230768
7,2020-05-04 00:00:00+00:00,1.0,0.0,0.20192307692307693
8,2020-06-18 00:00:00+00:00,1.0,0.0,0.28846153846153844
9,2020-07-13 00:00:00+00:00,0.0,1.0,0.33653846153846156
10,2020-07-24 00:00:00+00:00,-1.0,1.0,0.3125
11,2020-08-10 00:00:00+00:00,1.0,1.0,0.34615384615384615
12,2020-08-12 00:00:00+00:00,1.0,1.0,0.34615384615384615
13,2020-08-18 00:00:00+00:00,1.0,1.0,0.3605769230769231
14,2020-08-24 00:00:00+00:00,0.0,0.0,0.3701923076923077
15,2020-09-15 00:00:00+00:00,1.0,1.0,0.35096153846153844
16,2020-09-28 00:00:00+00:00,1.0,1.0,0.35096153846153844
17,2020-10-02 00:00:00+00:00,1.0,1.0,0.33653846153846156
18,2020-10-28 00:00:00+00:00,1.0,1.0,0.32211538461538464
19,2020-11-16 00:00:00+00:00,1.0,1.0,0.3894230769230769
20,2020-12-10 00:00:00+00:00,0.0,1.0,0.3605769230769231
21,2020-12-15 00:00:00+00:00,1.0,1.0,0.375
22,2020-12-16 00:00:00+00:00,1.0,1.0,0.39903846153846156
23,2021-02-04 00:00:00+00:00,1.0,1.0,0.5096153846153846
24,2021-02-24 00:00:00+00:00,1.0,1.0,0.47596153846153844
25,2021-03-02 00:00:00+00:00,1.0,1.0,0.47115384615384615
26,2021-03-31 00:00:00+00:00,1.0,1.0,0.4807692307692308
27,2021-04-26 00:00:00+00:00,0.0,1.0,0.6009615384615384
28,2021-05-06 00:00:00+00:00,1.0,0.0,0.5480769230769231
29,2021-05-17 00:00:00+00:00,1.0,1.0,0.5240384615384616
30,2021-05-21 00:00:00+00:00,-1.0,1.0,0.5288461538461539
31,2021-06-01 00:00:00+00:00,1.0,1.0,0.5384615384615384
32,2021-06-14 00:00:00+00:00,0.0,1.0,0.5961538461538461
33,2021-06-17 00:00:00+00:00,1.0,0.0,0.6009615384615384
34,2021-07-13 00:00:00+00:00,0.0,0.0,0.6971153846153846
35,2021-07-14 00:00:00+00:00,0.6666666666666666,1.0,0.7067307692307693
36,2021-07-16 00:00:00+00:00,1.0,1.0,0.6971153846153846
37,2021-07-27 00:00:00+00:00,1.0,1.0,0.7259615384615384
38,2021-08-17 00:00:00+00:00,1.0,1.0,0.7548076923076923
39,2021-08-25 00:00:00+00:00,0.0,1.0,0.7980769230769231
40,2021-09-15 00:00:00+00:00,0.0,1.0,0.8125
41,2021-09-16 00:00:00+00:00,1.0,0.0,0.8173076923076923
42,2021-10-07 00:00:00+00:00,1.0,1.0,0.7644230769230769
43,2021-11-02 00:00:00+00:00,0.0,0.0,0.9471153846153846
44,2021-11-23 00:00:00+00:00,1.0,0.0,0.9711538461538461
45,2022-01-24 00:00:00+00:00,0.0,1.0,0.7740384615384616
46,2022-03-22 00:00:00+00:00,1.0,1.0,0.8173076923076923
47,2022-05-17 00:00:00+00:00,0.0,0.0,0.6394230769230769
48,2022-05-18 00:00:00+00:00,1.0,0.0,0.5817307692307693
49,2022-05-24 00:00:00+00:00,1.0,1.0,0.6057692307692307
50,2022-05-31 00:00:00+00:00,1.0,1.0,0.6634615384615384
51,2022-06-16 00:00:00+00:00,1.0,0.0,0.5384615384615384
52,2022-06-21 00:00:00+00:00,1.0,1.0,0.5769230769230769
53,2022-07-13 00:00:00+00:00,1.0,1.0,0.5721153846153846
54,2022-07-14 00:00:00+00:00,-1.0,1.0,0.5817307692307693
55,2022-07-19 00:00:00+00:00,1.0,1.0,0.6057692307692307
56,2022-09-16 00:00:00+00:00,0.0,1.0,0.5384615384615384
57,2022-09-22 00:00:00+00:00,1.0,1.0,0.5192307692307693
58,2022-09-27 00:00:00+00:00,1.0,1.0,0.5
59,2022-10-12 00:00:00+00:00,-1.0,0.5,0.44711538461538464
60,2022-11-11 00:00:00+00:00,1.0,1.0,0.5480769230769231
61,2022-12-06 00:00:00+00:00,1.0,1.0,0.5432692307692307
62,2022-12-12 00:00:00+00:00,0.0,1.0,0.5769230769230769
63,2023-02-02 00:00:00+00:00,1.0,1.0,0.6346153846153846
64,2023-02-17 00:00:00+00:00,1.0,1.0,0.6105769230769231
65,2023-03-16 00:00:00+00:00,0.5,0.5,0.6971153846153846
66,2023-03-24 00:00:00+00:00,0.0,0.5,0.7163461538461539
