,text,favourite_count,retweet_count,created_at,handle
131,"@anilkumble1074 @MicrosoftIndia Thanks very much, Anil. Always fun talking cricket and technology with you!",503,28,2017-11-07 13:49:05+00:00,@satyanadella
132,@NandanNilekani @Microsoft Thanks very much @NandanNilekani - always a pleasure connecting with you,61,6,2017-10-12 19:10:51+00:00,@satyanadella
133,"@TeamGleason Thanks so much Steve, for all of the inspiration, learnings and input you've provided to me and to our Microsoft team. It's an honor to pursue this journey of building technology that truly empowers people in partnership with you.",21,4,2017-10-12 19:09:50+00:00,@satyanadella
134,Congratulations @harryshum on your induction to @theNAEng - thank you for your leadership and contributions to the industry and to Microsoft. https://t.co/Gj2n8wQSvB,215,35,2017-10-09 03:31:41+00:00,@satyanadella
135,"@Willow_Bay @Microsoft Thanks very much, Willow. I enjoyed our conversation.",18,1,2017-10-03 19:40:54+00:00,@satyanadella
136,"@Steven_Ballmer @Microsoft Thanks very much Steve, I appreciate all I ve learned from you and all you ve done for Microsoft.",159,5,2017-09-26 14:38:38+00:00,@satyanadella
137,@PeteCarroll @Microsoft Thanks @PeteCarroll - great addition to my office! #AlwaysCompete #GoHawks #12s https://t.co/kDqwletH6v,144,14,2017-09-22 00:43:38+00:00,@satyanadella
138,Thank you @Steven_Ballmer for all you've done for Microsoft &amp; the global community. Honored to recognize you &amp; mark this GIX milestone. https://t.co/URuroOFwI4,567,90,2017-09-15 19:29:34+00:00,@satyanadella
139,Welcome @createcultivate to @Microsoft   thrilled to have you here for #CreateCultivateSEA https://t.co/92q64OojXw,512,90,2017-09-09 01:03:25+00:00,@satyanadella
140,@Microsoft Met so many amazing students this week. Our Imagine Cup teams above &amp; our 2017 Microsoft Interns here. You all inspire me! https://t.co/QxAJfLd6CG,491,80,2017-07-28 02:09:36+00:00,@satyanadella
141,"No better way to celebrate #NationalInternDay than with 2,000 @Microsoft interns - their energy &amp; passion are contagious! https://t.co/OclhTu8IYz",1613,268,2017-07-27 22:54:01+00:00,@satyanadella
142,It was an honor to host @JustinTrudeau at @Microsoft yesterday &amp; discuss how technology can help create new economic opportunity https://t.co/UGcNgYWqzQ,1016,245,2017-05-18 16:29:49+00:00,@satyanadella
143,Microsoft Teams is here - read how it s transformed the way I work on LinkedIn: https://t.co/xnePTwREzd https://t.co/Epv1knLSDS,459,262,2017-03-14 16:31:37+00:00,@satyanadella
144,Thanks Asta for your contributions to Microsoft Research &amp; for introducing more girls to tech through DigiGirlz https://t.co/DGn6z9ShXL,221,82,2017-03-07 20:27:58+00:00,@satyanadella
145,"""Microsoft + LinkedIn: Beginning our Journey Together"" https://t.co/dHkfQFssg7 on @LinkedIn",1192,905,2016-12-08 14:07:48+00:00,@satyanadella
146,Fascinating predictions from our talented @Microsoft researchers for 2017 &amp; beyond https://t.co/ciyl97Py5G,316,212,2016-12-05 21:58:19+00:00,@satyanadella
147,Thanks @Trevornoah for visiting @Microsoft and sharing your thoughts on the importance of diversity in the workplace.,471,102,2016-11-12 01:11:45+00:00,@satyanadella
148,Great to spend time with &amp; honor our @Microsoft veterans today. Thank you to all veterans for your service to our country https://t.co/dkQjSXnJuz,1231,250,2016-11-12 00:05:26+00:00,@satyanadella
149,Office 365 is the universal toolkit &amp; today we added a new tool....chat-based workspace #MicrosoftTeams https://t.co/b7cBIHnNQu,857,778,2016-11-02 15:49:08+00:00,@satyanadella
150,"Microsoft Dynamics 365, PowerApps and Flow all available for customers today! https://t.co/MXVV1yy1sV",350,307,2016-11-01 22:28:16+00:00,@satyanadella
151,Impressive work by @Microsoft summer Interns. https://t.co/8fV7CKLUiD,292,124,2016-08-31 20:16:17+00:00,@satyanadella
152,.@Microsoft &amp; @LinkedIn: world's leading professional cloud + world's leading professional network https://t.co/63V90F77Wj,1330,1481,2016-06-13 12:37:05+00:00,@satyanadella
153,Great to join @BillRMcdermott to share how @Microsoft &amp; @SAP are empowering customers to transform at #SAPPHIRENOW https://t.co/KIfsW3yPhg,412,315,2016-05-17 16:35:00+00:00,@satyanadella
154,"Any app, any OS, any dev, truly universal developer tools. Welcome @Xamarinhq to @Microsoft https://t.co/i5EGkENNTu",1418,1852,2016-02-24 19:52:02+00:00,@satyanadella
155,"Incredibly proud of the generosity of @Microsoft employees, making 2015 our biggest year yet for charitable giving https://t.co/KvovFPSa3F",904,532,2016-02-10 21:50:00+00:00,@satyanadella
156,Empowerment begins with inclusion. Announcing Microsoft Philanthropies to advance our mission to empower everyone https://t.co/fROyARllFz,314,282,2015-12-15 20:28:36+00:00,@satyanadella
157,"Together, @Dell &amp; @Microsoft are making hybrid cloud more accessible to orgs of all sizes.  https://t.co/KPANZTyHTz",212,213,2015-10-22 20:56:24+00:00,@satyanadella
158,Great to be at #GHC15 with our incredible @MicrosoftWomen &amp; meet the next-generation of talented innovators! https://t.co/cQ5AjrP8Tf,178,124,2015-10-16 15:49:28+00:00,@satyanadella
159,"Honored to welcome President Xi to @Microsoft today &amp; share how tech can help advance health, edu &amp; biz #USChina http://t.co/Zics0eu7mU",483,329,2015-09-24 01:53:40+00:00,@satyanadella
160,Valuing our differences results in better ideas &amp; better products. Proud of all our @Microsoft engineers https://t.co/T5jRdy3CBz,178,135,2015-08-04 19:50:23+00:00,@satyanadella
161,Great to see Brad &amp; Amy representing @Microsoft &amp; standing for empowerment of youth around the globe. https://t.co/gR55C8eVzl,68,48,2015-06-27 20:18:42+00:00,@satyanadella
162,"Value our differences, seek them out, invite them in.  This is me  @Microsoft #PRIDE http://t.co/QDnIJso5yb",202,155,2015-06-26 00:18:27+00:00,@satyanadella
163,Love the talent &amp; creativity our interns bring to @Microsoft. Inspired by Kartik s perseverance to pursue his dreams http://t.co/kYE8YBPRCY,296,262,2015-06-02 19:27:36+00:00,@satyanadella
164,Thrilled @Wunderlist is joining @Microsoft to help customers organize &amp; tackle their most important tasks! http://t.co/rJ1mjT5GEA,418,469,2015-06-02 15:58:42+00:00,@satyanadella
165,Thx Jose Angel for sharing how @realmadriden is transforming with the @Microsoft Cloud. Good luck with #UCL tomorrow! http://t.co/1xqF8r7S89,108,140,2015-05-04 14:49:39+00:00,@satyanadella
166,Honored to join the President to discuss what empowering people means for @Microsoft http://t.co/cc13x2luUU #WorkingFamilyChamps,291,224,2015-04-17 20:10:43+00:00,@satyanadella
167,Welcome @DatazenBI to @Microsoft helping customers maximize value from their data across devices. http://t.co/yIyHLBbpPT,79,127,2015-04-14 20:12:00+00:00,@satyanadella
168,Working together @Microsoft #containers + @docker + Nano Server usher in the next generation of cloud: http://t.co/uW6CWfABOy,202,300,2015-04-08 18:25:30+00:00,@satyanadella
169,"Thank you to our customers, partners &amp; employees who made 40 yrs of @Microsoft possible! Look forward to the next 40 &amp; #empowering everyone",1576,1497,2015-04-03 15:56:58+00:00,@satyanadella
170,Proud to welcome @sunrise to @Microsoft to help people make the most of their time in the mobile &amp; cloud first world http://t.co/k8HI5LN15K,221,247,2015-02-11 20:00:10+00:00,@satyanadella
171,.@Equivio joins @Microsoft to bring machine learning tech to @Office365 eDiscovery solutions: http://t.co/YAozDcq4Eh,59,92,2015-01-20 16:46:53+00:00,@satyanadella
172,"Some of my favorite @Microsoft tech from 2014, sketched on a Surface Pro 3. Look forward to what s ahead in 2015. http://t.co/Zjge5iNbRc",987,1106,2014-12-31 19:00:56+00:00,@satyanadella
173,The next step for Microsoft Cloud for Government   the most complete cloud for every government org: http://t.co/GPX6Rl7dLO,77,130,2014-12-09 18:09:34+00:00,@satyanadella
174,Microsoft Cloud: the most complete cloud http://t.co/k5ZA0OzzGF http://t.co/elAUuWlG7L,337,492,2014-10-20 19:07:59+00:00,@satyanadella
175," Creating is the essence of life @Adobe @Microsoft empowering the creatives with hardware, apps, &amp; the cloud http://t.co/G4vGfLt1mm",168,245,2014-10-06 21:16:02+00:00,@satyanadella
176,Inspiring story...RT Read how @TeamGleason &amp; @Microsoft are making a difference in the fight against ALS http://t.co/igwF4SZhkF,70,81,2014-09-15 21:27:57+00:00,@satyanadella
177,Changing the world: @microsoft quest for a quantum future - http://t.co/3VINawjads http://t.co/TdStguVwZy,97,165,2014-07-24 15:08:11+00:00,@satyanadella
178,Congrats to our =partners that announced new Windows devices at Computex this week @MicrosoftOEM http://t.co/mkPiX5Uudm,85,104,2014-06-04 23:08:12+00:00,@satyanadella
179,I love online courses .and so do 2m Microsoft students http://t.co/jGsnlRzY19 @MSVirtAcademy http://t.co/Re3YhUA8bD,418,426,2014-05-16 22:06:16+00:00,@satyanadella
180,Grass roots innovation in action - the start-up culture in @Microsoft #Garage http://t.co/hKXkSqKzZE http://t.co/mkpF2yH7LR,196,281,2014-02-26 19:18:21+00:00,@satyanadella
181,"Our industry has lost a pioneer and our world has lost a force for good. We send our deepest condolences to Paul s friends, the Allen family and everyone at Microsoft.",16237,2467,2018-10-15 23:21:33+00:00,@tim_cook
182,Congratulations @satyanadella on becoming @Microsoft's newest CEO!,1,0,2014-02-04 18:09:47+00:00,@Brad_D_Smith
183,Today I visited St. Lucie Public Schools in FL. where they are opening 3 schools with a focus on ending minority exclusion and providing opportunities for all! Love it! Bravo to @Microsoft and @LEGO_Group for being partners! https://t.co/J2ylhnvkjw,271,27,2018-07-31 01:57:46+00:00,@mrronclark_
184,"AI Trend and Counter Trend: 

TREND: Big tech is integrating GPT into their products: 
-Cadence adds Generative AI To Chip And System Design (today).
-Atlassian integrates GPT4 into Confluence and Jira. (today).
-Microsoft adds GPT to Office 365 and more (March).

COUNTER TREND:  https://t.co/Sj3lENcRHY https://t.co/fQM3Hynkbt",27,5,2023-04-20 23:47:35+00:00,@jowyang
185,@Matt_Hughes_SC Thanks Matt. Microsoft is involved with this consortium.,0,0,2023-04-20 23:38:10+00:00,@jowyang
186,"@markmadsen @Microsoft @Microsoft365 That was not covered specially. I ll bet corporate app admins have control over that. 

At start of event, Microsoft was clear they are enterprise ready with the usual security.",4,0,2023-04-19 21:50:31+00:00,@jowyang
187,"@YourWebmiester @mbrochh @Microsoft @Microsoft365 Good data point, please let me know if you see any changes",1,0,2023-04-19 15:36:08+00:00,@jowyang
188,"@YourWebmiester @mbrochh @Microsoft @Microsoft365 They said it was in your own private instance, within your company, of course, the devils in the details. 

They have many companies with sensitive information. I m sure this has been thought through.",2,0,2023-04-19 15:02:14+00:00,@jowyang
189,"@maxdavie Thank you. 

MS said the data could be within your firewall. However I could imagine that doesn t stop the usual co-mingling of sensitive data. 

The political concerns are a show stopper, yes. Would Microsoft need to have servers on your soil?",0,0,2023-04-19 11:06:58+00:00,@jowyang
190,"@petershankman @Microsoft @Microsoft365 That is a throwback, Peter. I mean, it s just returning to its legacy vision.",5,0,2023-04-19 10:49:15+00:00,@jowyang
191,@TB_Num @Microsoft @Microsoft365 That s a big shift. But what about all your data?,0,0,2023-04-19 10:28:05+00:00,@jowyang
192,@sergedoub @Scobleizer @Microsoft @Microsoft365 The AIs will actually have to talk to each other.,18,1,2023-04-18 21:45:27+00:00,@jowyang
193,@tzmartin @Microsoft @Microsoft365 That wasn t mentioned. Obviously this is powered on GPT.,2,0,2023-04-18 21:18:28+00:00,@jowyang
194,"17/ All, Microsoft didn't provide a specific date on when the release happens or on specific pricing.",136,10,2023-04-18 20:45:13+00:00,@jowyang
195,@cyrillamblard @Microsoft @Microsoft365 Thanks,0,0,2023-04-18 20:16:33+00:00,@jowyang
196,@Chris_Brannigan @Microsoft @Microsoft365 Thank you,3,0,2023-04-18 20:07:48+00:00,@jowyang
197,"@PMGeducator @MicrosoftTeams Ten years ago, the company felt very stale. now they are on the cutting edge. big turn around.",0,0,2023-04-18 19:19:40+00:00,@jowyang
198,"@emollick Ethan, exactly, every white collar worker around the world that has Microsoft.",3,0,2023-04-18 19:12:30+00:00,@jowyang
199,"@PMGeducator @MicrosoftTeams With AI, won't we have fewer features to fuss with?",0,0,2023-04-18 19:11:43+00:00,@jowyang
200,"3/ Microsoft 365 Copilot is integrated across the apps you already know: word, excel, powerpoint, outlook, and teams. https://t.co/wlQQhhThVc",107,13,2023-04-18 18:09:33+00:00,@jowyang
201,"2/ Microsoft 365 Copilot uses similar natural language experiences that you already know with GPT, and combines it as a layer on top of existing 365 business apps https://t.co/m5FcXvNLyA",126,16,2023-04-18 18:09:33+00:00,@jowyang
202,"1/ Superthread: Microsoft Copilot AI means we all have our own executive assistant. 

I spent time with the @Microsoft @Microsoft365 team this am, they are partnered with OpenAI/GPT. Here's what you need to know. 

#AI https://t.co/rURbzWmjPh",3319,581,2023-04-18 18:09:33+00:00,@jowyang
203,"Intevriew competed. 2.5 hours. 

-Sam said it was the responsibility of OpenAI to reduce harm and maximize positive outcomes 
-They are part non profit and part for profit with self declared resistance to authority 
-Yet they are closely partnered with Microsoft so there is going  https://t.co/1Vu3EzpC1A",26,2,2023-04-08 23:55:17+00:00,@jowyang
204,"Prediction: We will see advertisments in future versions of GPT.  Sponsored sentences .  As search marketers will need to be relevant and have the budget. 

Microsoft would LOVE to disrupt Google. 

I'm on a webinar with @Greencognito @dshiao @jeffrey_coyle @MJB_SF 

#ads #ai  https://t.co/YQXvp0rvHA https://t.co/h33lv9Apcz",17,4,2023-04-06 20:01:58+00:00,@jowyang
205,"My friend Ben already is training AI to write &amp; send emails. Assume this will be native feature in Microsoft/Google. 

Next: we need bots to read for us and summarize. Then to take action for us based on rules. 

Is it: Productive, lazy, inspiring, scary? Answer is yes. https://t.co/W1EUrQGD4o",15,1,2023-03-24 11:26:23+00:00,@jowyang
206,"Powerful and unnerving. Microsoft CoPilot writes your emails, analyzes your data, creates your reports, like having assistants on demand. 

AI is infusing info the most common apps. Humans and AI: digital centaurs.

 https://t.co/cnH6vV1Ezg",11,2,2023-03-17 11:46:08+00:00,@jowyang
207,"Microsoft to integrate ChatGPT into Bing &amp; Microsoft Word:
-Direct attack to Google Search. 
-Clippy was just ahead of its time.
-As companies reduce staff, AI will step forward.",41,4,2023-01-08 14:53:21+00:00,@jowyang
208,@tkawaja Thank you. It also means LinkedIn + Microsoft AI will step forward.,0,0,2022-12-11 15:00:43+00:00,@jowyang
209,@SeanMMasters @DanSchawbel Microsoft (linkedin) and Facebook will be happy to enable this and partner with big employers.,0,0,2022-09-03 14:41:08+00:00,@jowyang
210,"@tpgoebel LinkedIn looks like Microsoft office, at this point",5,0,2022-07-19 03:00:11+00:00,@jowyang
211,@christinelu Microsoft office plugin.,2,0,2022-06-12 14:49:38+00:00,@jowyang
212,"If real, this deal-making by Microsoft is pretty incredible to watch. https://t.co/GnqJ1Yfspl",550,68,2023-01-10 04:53:48+00:00,@levie
213,@Craw @Microsoft @ATVI_AB   Microsoft is taking the lessons it learned cloud (open source and cross platform) and mobile (cross platform support) and bringing it to immersive experiences. Killer apps that build platforms &gt; platforms standalone.,2,0,2022-01-19 01:53:30+00:00,@levie
214,"If you believe the future of computing is more immersive experiences across games, entertainment, communication or business, Microsoft just made a $70B bet on that future.",510,48,2022-01-18 16:58:57+00:00,@levie
215,"Incredible move by Microsoft to buy Activision. Amazingly, it s an all-cash $70B deal, and even if it weren t, it would only be 3% of Microsoft.  ",1451,100,2022-01-18 16:30:56+00:00,@levie
216,"@Carnage4Life I d say it s intuitive but not rational. Everyone in this country actively benefits economically directly and indirectly from us being the country that produces Apple, Google, Microsoft, etc. When that gravy train stops, we are going to look very different economically.",7,0,2021-12-12 04:24:23+00:00,@levie
217,"Today Box announced deepened integration across Microsoft platforms, including the ability to co-edit Office files on the desktop   and plug Box into Teams more natively  . Interoperability is key to the future of software, and Microsoft is delivering. https://t.co/XWHeHennEd",61,5,2021-10-06 13:41:19+00:00,@levie
218,@Carnage4Life I d say ending Scroogle was better for Microsoft :-),10,0,2021-06-30 05:45:30+00:00,@levie
219,"At Box, we re focused on enabling customers to work with their content from any device, any app, and anywhere. This is why partnering with Microsoft is incredibly important, and we re expanding our integrations: https://t.co/L89V94izyU",71,7,2021-03-18 15:29:59+00:00,@levie
220,It s more like sugar daddy @microsoft giving them the following prompt:  all your future @openai updates and improvements are for benefit of improving Microsoft.  https://t.co/IdFno8uuFs,7,1,2023-04-16 22:14:33+00:00,@om
221,Anyone planning a class action lawsuit against Microsoft over wrong information shared via AI  ,6,1,2023-02-08 01:33:50+00:00,@om
222,"I am all for giving Google a kick up it s arse, but Microsoft s search have been less than stellar. Of course somehow they will magically attract consumers to their search.",12,1,2023-02-08 01:33:49+00:00,@om
223,"The only pertinent question that no reporter really asked: that multi billion, multi year experiment that cost MSFT share holders at least 30-40 billion has been a failure. Microsoft Bing hasn t worked as a  search engine  for so long but somehow it will work with ChatGPT. https://t.co/uife7nVDDl",21,6,2023-02-08 01:33:49+00:00,@om
224,"Rule #1 to beat Google: availability of your service. Infrastructure is still Google's big advantage, no matter how much Microsoft throws at OpenAI/ChatGPT.",16,1,2023-02-01 19:35:55+00:00,@om
225,"@sdw @AppStore @EU_Commission Apple did everything it accused Microsoft of doing. And well, who knows what happens. Meanwhile @EU_Commission with its cookies, tracking and all other regulations have not taken into account: how we the people end up bearing the brunt of a shit user experience.",4,0,2022-12-14 02:04:52+00:00,@om
226,The impunity with which @Microsoft Teams is pulling  internet explorer  moves over @SlackHQ makes you wonder why @FTC doesn t dig into this one big tech giant more often. Just saying!,23,4,2022-12-06 00:52:17+00:00,@om
227,"@RFFlores @Azure Yes sure, but the hype and marketing is so far ahead of the reality. I was involved from day one of what is called  cloud  and most of these big vendors have played in loose and easy with their marketing. Especially Microsoft.",0,0,2022-11-25 19:35:08+00:00,@om
228,"@flyosity @StableDiffusion And to be clear @OpenAI Isn t   open  like @StableDiffusion which is a bug and a feature. I am troubled by their cozy relationship with Microsoft, which is not as kosher a giant as they have managed to portray themselves as  ",1,0,2022-11-03 17:39:50+00:00,@om
229,@BenBajarin @Jessicalessin Thy pretty much own them without the headaches of owning them. Very Microsoft-Ian  ,4,0,2022-10-20 22:12:09+00:00,@om
230,"Microsoft laid off 1000 employees. Their documents show they had 221000 employees. So this is a very small number. It would be more interesting to see how many have taken buyouts or have been quietly cut. Otherwise, this feels like a big company using downturn for cleaning house!",23,4,2022-10-18 13:58:26+00:00,@om
231,I am F****NG over @Grammarly What a terrible product that is just Microsoft Autocorrect posing as AI. It is more like Asininie Intelligence!,26,1,2022-09-05 20:48:47+00:00,@om
232,"@jswartz Microsoft became IBM. 
Google became Microsoft. 
Facebook will become MySpace???",4,0,2022-08-08 15:31:27+00:00,@om
233,@davewiner @jack @Twitter @BillGates Only think I would politely add that Bill &amp; Microsoft had a lot less credibility due to their tactics.,1,0,2022-06-11 17:25:58+00:00,@om
234,"@olivier_amar They definitely do a good job of selling privacy as a feature. Of course it allows them to have ad-monopoly on their platform and also fleece the developers. Of course, different rules in China. Still will take them over the other 3 - google, Amazon Microsoft (don t do FaceCrook)",3,1,2022-06-06 18:19:17+00:00,@om
235,How does @microsoft pretend to be the good guy and big tech not to be regulated? This is how. They play ball with the governments and are far more dubious than we all think. Wolf in a velvet dress? https://t.co/2HkEfd4Bjk,12,3,2022-05-20 15:54:34+00:00,@om
236,"Fwiw there have been rumors of Microsoft &amp; US Govt. having a secret handshake and this  treatment with kid gloves  while other big tech comes under scrutiny is a result of that rumored deal. A lot has to do with Windows, Skype, and old cases :)",2,0,2022-04-04 15:49:30+00:00,@om
237,"A lot of people forget that Microsoft had to sign some paperwork regarding its anti-trust problems. And then there was that @Skype acquisition where there was some quid pro quo. In other words, US Govt. has always had Microsoft by the you know what. Everything else is spin! https://t.co/jDMB4U72Cl",7,1,2022-04-04 15:19:18+00:00,@om
238,"Some late night ruminating about the Apple Outage, President s cyberwar warning, rumored breaches at Microsoft &amp; Okta led me to a big  what if  and I ended up writing this new post. Also some good reads from @RealDMitchell @nbashaw @moretothat 

https://t.co/vM2nEtvQGl https://t.co/xQ4MBSdfpW",6,5,2022-03-23 13:45:04+00:00,@om
239,@JohnLMacFarlane @Apple @gmail Sadly I pay for that shit called @GoogleWorkspace since I don t have any other better option. Don t want to deal with Microsoft either.,1,0,2022-03-14 19:19:34+00:00,@om
240,"Ironic, that the platform that started as anti-VC &amp; to enable ""angels"" has raised money from the exact opposite of angels. In the end, we all become we hate. Microsoft became IBM. Google Became MSFT. You get the drift. https://t.co/Wetd9AprsZ",39,6,2022-03-08 18:25:50+00:00,@om
241,"@abacaj Most profitable company in history? 

$29 billion invested by Microsoft.",2,0,2023-04-23 17:22:30+00:00,@Scobleizer
242,"@fteoath @ThisIsMeIn360VR Sorry, OpenAI started in a different direction than it now is going because of Microsoft's many billions of dollars. Which I am sympathetic to. If someone gave me $29 billion there are a number of things I would do for that. 

That said, yeah, I agree, went too far. I know OpenAI  https://t.co/Ocpp0dSWYS",2,1,2023-04-23 08:17:44+00:00,@Scobleizer
243,@dronerogan I am a biological neural network trained on expensive data by Microsoft Corporation and I am currently mostly operating.,3,1,2023-04-23 01:48:10+00:00,@Scobleizer
244,"@TheMarco @elonmusk When I worked at Microsoft we used to have a saying  don t let people see inside the sausage factory. 

Why?

It is a shit show. 

You just got some transparency into how deep the shit is at some companies. 

:-)",2,0,2023-04-22 20:19:55+00:00,@Scobleizer
245,@ThisIsMeIn360VR And when Microsoft funds OpenAI then all the rules go out the window.,4,1,2023-04-22 08:00:36+00:00,@Scobleizer
246,@shinygoldbars When I met Steve Jobs he said  nice to meet the folks copying us.  Worked at Microsoft back then.,2,1,2023-04-21 19:19:04+00:00,@Scobleizer
247,"@rabovitz Reminds me of research that Microsoft did years ago. 

I'm with you, but hey, I'll probably buy one anyway. 

Microsoft's early research: https://t.co/LYBfTCV4nV",6,0,2023-04-21 02:42:44+00:00,@Scobleizer
248,@KarlTheMartian @fahdananta It was a Microsoft thing first.,7,1,2023-04-19 23:42:46+00:00,@Scobleizer
249,"At Microsoft all employees are asked not to look at patents. Why? In a patent suit, I learned, damages are triple if they can prove an employee saw the patent in question. 

How would a company enforce that when you are using an LLM on your home computer or phone that does this? https://t.co/MkQq7oLZZ5",339,43,2023-04-18 18:24:47+00:00,@Scobleizer
250,"@pwlot Steve Jobs, upon meeting me once, said  nice to meet the guys copying us. 

I worked at Microsoft back then.",19,3,2023-04-14 23:55:03+00:00,@Scobleizer
251,@gssgek Yup Microsoft wasn t happy with getting its behind kicked in mobile phones. New management cleaned the place up.,5,0,2023-04-12 05:31:03+00:00,@Scobleizer
252,@ericbahn It took me years to do 600 interviews at Microsoft. Can t imagine hearing no that many times.,1,0,2023-04-11 23:13:23+00:00,@Scobleizer
253,"I had an early version of @peteratmsr's book and in talking with my friend Jeff Stevens, who is running a medical AI startup, we agree it is right on point. 

He is also named on the AGI Spark paper that I just retweeted from Microsoft Research. 

AI will soon save many lives. He  https://t.co/QDLB5RpuXf",30,6,2023-04-07 05:00:13+00:00,@Scobleizer
254,"The insight from Microsoft Research is mind blowing. Eric Horvitz, who is named as one of those who worked on this paper, is Microsoft s most prolific inventor (he has more patents at Microsoft than anyone else). https://t.co/26NcJNVqQg",114,21,2023-04-07 04:20:28+00:00,@Scobleizer
255,"@episodex Until they figure out they do. 

Microsoft did research years ago that shows that having two monitors makes you much more productive.",1,0,2023-04-06 18:27:23+00:00,@Scobleizer
256,"@WholeMarsBlog I didn t see Microsoft as aggressive before GPT. 

Now it is reshaping the world. Quickly.",4,0,2023-04-03 19:57:49+00:00,@Scobleizer
257,"@WholeMarsBlog And Bill Gates told me to learn everything about Microsoft I wanted but to share everything. 

The AI knows. Everything.",11,0,2023-04-03 19:54:12+00:00,@Scobleizer
258,"@SemiTruckAI @rationalaussie Yes. 

The nastiness I heard from team leaks triggered me. At Microsoft there were many who hated the tablet.",0,0,2023-04-02 02:37:34+00:00,@Scobleizer
259,@JoeTransue I cried when I first saw the world wide telescope demoed at Microsoft Research. 30 telescopes for free.,2,0,2023-04-02 01:48:20+00:00,@Scobleizer
260,"@Tillsbury1 My first interview at Microsoft, who invented the font smoothing technique used on all screens, was Bill Hill who told me how he escaped poverty in Scotland:  I went to the library and read a book every day. 

I focus on the people who try to get better every day.",189,6,2023-04-02 01:04:39+00:00,@Scobleizer
261,@_ravishah @Humane @Microsoft @OpenAI Tim Cook knows the challenge. I am not going anywhere.,2,0,2023-03-31 00:01:05+00:00,@Scobleizer
262,@NathanLands So all of those will fail? I can certainly see Microsoft. Tesla isn't much of an AI company...,1,0,2023-04-23 00:53:06+00:00,@BenedictEvans
263,Microsoft trying to put an LLM into a search engine (to drive downloads of its web browser!!!) seems just utterly irrelevant in the context of everything that s happened since then.,233,15,2023-04-05 19:00:55+00:00,@BenedictEvans
264,Microsoft &amp; Google adding generative AI into office apps is a classic pattern of incumbents making the new thing a feature. But the new thing generally also enables completely new ways to solve the problem.  Easier spreadsheets  is less important than  why is that a spreadsheet? ,2636,321,2023-03-16 15:40:55+00:00,@BenedictEvans
265,Meanwhile Microsoft grabbing something hot and making people burn 30 minutes installing Edge to try it feels like a huge strategy tax.,40,4,2023-03-15 01:49:47+00:00,@BenedictEvans
266,@jAmos47 Don t tell me - tell Microsoft,3,0,2023-03-15 01:40:56+00:00,@BenedictEvans
267,"I am a little surprised how many people do not notice the difference between Google (or anyone else) showing a Google ad on a Google site and Microsoft's browser inserting a Microsoft ad onto SOMEONE ELSE's site. 
Of course, no-one actually uses Edge so   https://t.co/ShjDodq8s6",150,22,2023-02-22 11:19:54+00:00,@BenedictEvans
268,"@f_halley @adam_giebl @frantzfries Um. 
Google showing a Google ad on a Google site is not the same as Microsoft's browser inserting  a Microsoft ad on a Google site. 
One is running an ad on your own site. The other is inserting an ad onto SOMEONE ELSE'S site.",3,0,2023-02-22 11:18:12+00:00,@BenedictEvans
269,"If Google is the new Microsoft and Microsoft is the new IBM, then Bing is ",85,1,2023-02-21 10:33:05+00:00,@BenedictEvans
270,"Microsoft in the late 90s: ""We're creating a global computing platform where million of people  can create and run whatever software they want!""
Microsoft in the malware explosion, a few year later:
""""Oh shit. People are assholes""",47,4,2023-02-19 21:28:02+00:00,@BenedictEvans
271,"Facebook, 2015: ""We're unlocking the possibilities of connecting all the people on earth!""
2016: ""Oh shit. People are assholes""

Microsoft, January 2022: We""re unlocking the latent knowledge of everything people have written online!""
February: ""Oh shit. People are assholes"" https://t.co/f3huTnBzBW",200,32,2023-02-19 21:25:34+00:00,@BenedictEvans
272,I suspect Bing team is frantically looking for Microsoft employees old enough to be able to explain what it was like when users had to pay for their server time by the minute.,48,2,2023-02-13 19:49:54+00:00,@BenedictEvans
273,Any discussion of the LLM threat to Google should probably presume that Google s LLM search will be better than Microsoft s but that that isn t the point.,31,0,2023-02-09 14:58:25+00:00,@BenedictEvans
274,"If this is really how Microsoft intends to deliver generative search, it doesn't look much like a radical discontinuity in experience. Lots of design by committee and risk-avoidance going on here. https://t.co/N1izm0fTjN",327,39,2023-02-08 00:02:54+00:00,@BenedictEvans
275,"2016: you write about 'the global media giants' and think you should mention Microsoft, but not Google, Youtube or Facebook? https://t.co/XRXOyIgm2I",6,1,2023-02-04 17:52:42+00:00,@BenedictEvans
276,"Microsoft layoffs, Microsoft investments https://t.co/Wp4oep4zwa",131,24,2023-01-22 18:26:02+00:00,@BenedictEvans
277,"When I transitioned from @Microsoft to working full-time at the @GatesFoundation, I finally had the time to learn more about physics, chemistry, biology, and other sciences. So, I looked around for the best books and read as many of them as I could find. https://t.co/z2D5xGSeMj",3270,467,2023-04-04 22:25:52+00:00,@BillGates
278,My conversation with @kevin_scott is a great primer on what Microsoft is doing with its emerging AI technology. https://t.co/GGWnoD1mx7,912,165,2023-03-22 20:09:05+00:00,@BillGates
