,date,text_blob,vader_sentiment,Adj Close
0,2022-01-24 00:00:00+00:00,0.0,1.0,0.797979797979798
1,2022-03-22 00:00:00+00:00,1.0,1.0,0.8888888888888888
2,2022-05-17 00:00:00+00:00,0.0,0.0,0.5151515151515151
3,2022-05-18 00:00:00+00:00,1.0,0.0,0.3939393939393939
4,2022-05-24 00:00:00+00:00,1.0,1.0,0.4444444444444444
5,2022-05-31 00:00:00+00:00,1.0,1.0,0.5656565656565656
6,2022-06-16 00:00:00+00:00,1.0,0.0,0.30303030303030304
7,2022-06-21 00:00:00+00:00,1.0,1.0,0.3838383838383838
8,2022-07-13 00:00:00+00:00,1.0,1.0,0.37373737373737376
9,2022-07-14 00:00:00+00:00,-1.0,1.0,0.3939393939393939
10,2022-07-19 00:00:00+00:00,1.0,1.0,0.4444444444444444
11,2022-09-16 00:00:00+00:00,0.0,1.0,0.30303030303030304
12,2022-09-22 00:00:00+00:00,1.0,1.0,0.26262626262626265
13,2022-09-27 00:00:00+00:00,1.0,1.0,0.2222222222222222
14,2022-10-12 00:00:00+00:00,-1.0,0.5,0.1111111111111111
15,2022-11-11 00:00:00+00:00,1.0,1.0,0.32323232323232326
16,2022-12-06 00:00:00+00:00,1.0,1.0,0.31313131313131315
17,2022-12-12 00:00:00+00:00,0.0,1.0,0.3838383838383838
18,2023-02-02 00:00:00+00:00,1.0,1.0,0.5050505050505051
19,2023-02-17 00:00:00+00:00,1.0,1.0,0.45454545454545453
20,2023-03-16 00:00:00+00:00,0.5,0.5,0.6363636363636364
21,2023-03-24 00:00:00+00:00,0.0,0.5,0.6767676767676768
